"행정구역","2026년01월_거주자_총인구수","2026년01월_거주자_연령구간인구수","2026년01월_거주자_0~9세","2026년01월_거주자_10~19세","2026년01월_거주자_20~29세","2026년01월_거주자_30~39세","2026년01월_거주자_40~49세","2026년01월_거주자_50~59세","2026년01월_거주자_60~69세","2026년01월_거주자_70~79세","2026년01월_거주자_80~89세","2026년01월_거주자_90~99세","2026년01월_거주자_100세 이상","2026년01월_남_거주자_총인구수","2026년01월_남_거주자_연령구간인구수","2026년01월_남_거주자_0~9세","2026년01월_남_거주자_10~19세","2026년01월_남_거주자_20~29세","2026년01월_남_거주자_30~39세","2026년01월_남_거주자_40~49세","2026년01월_남_거주자_50~59세","2026년01월_남_거주자_60~69세","2026년01월_남_거주자_70~79세","2026년01월_남_거주자_80~89세","2026년01월_남_거주자_90~99세","2026년01월_남_거주자_100세 이상","2026년01월_여_거주자_총인구수","2026년01월_여_거주자_연령구간인구수","2026년01월_여_거주자_0~9세","2026년01월_여_거주자_10~19세","2026년01월_여_거주자_20~29세","2026년01월_여_거주자_30~39세","2026년01월_여_거주자_40~49세","2026년01월_여_거주자_50~59세","2026년01월_여_거주자_60~69세","2026년01월_여_거주자_70~79세","2026년01월_여_거주자_80~89세","2026년01월_여_거주자_90~99세","2026년01월_여_거주자_100세 이상","2026년02월_거주자_총인구수","2026년02월_거주자_연령구간인구수","2026년02월_거주자_0~9세","2026년02월_거주자_10~19세","2026년02월_거주자_20~29세","2026년02월_거주자_30~39세","2026년02월_거주자_40~49세","2026년02월_거주자_50~59세","2026년02월_거주자_60~69세","2026년02월_거주자_70~79세","2026년02월_거주자_80~89세","2026년02월_거주자_90~99세","2026년02월_거주자_100세 이상","2026년02월_남_거주자_총인구수","2026년02월_남_거주자_연령구간인구수","2026년02월_남_거주자_0~9세","2026년02월_남_거주자_10~19세","2026년02월_남_거주자_20~29세","2026년02월_남_거주자_30~39세","2026년02월_남_거주자_40~49세","2026년02월_남_거주자_50~59세","2026년02월_남_거주자_60~69세","2026년02월_남_거주자_70~79세","2026년02월_남_거주자_80~89세","2026년02월_남_거주자_90~99세","2026년02월_남_거주자_100세 이상","2026년02월_여_거주자_총인구수","2026년02월_여_거주자_연령구간인구수","2026년02월_여_거주자_0~9세","2026년02월_여_거주자_10~19세","2026년02월_여_거주자_20~29세","2026년02월_여_거주자_30~39세","2026년02월_여_거주자_40~49세","2026년02월_여_거주자_50~59세","2026년02월_여_거주자_60~69세","2026년02월_여_거주자_70~79세","2026년02월_여_거주자_80~89세","2026년02월_여_거주자_90~99세","2026년02월_여_거주자_100세 이상","2026년03월_거주자_총인구수","2026년03월_거주자_연령구간인구수","2026년03월_거주자_0~9세","2026년03월_거주자_10~19세","2026년03월_거주자_20~29세","2026년03월_거주자_30~39세","2026년03월_거주자_40~49세","2026년03월_거주자_50~59세","2026년03월_거주자_60~69세","2026년03월_거주자_70~79세","2026년03월_거주자_80~89세","2026년03월_거주자_90~99세","2026년03월_거주자_100세 이상","2026년03월_남_거주자_총인구수","2026년03월_남_거주자_연령구간인구수","2026년03월_남_거주자_0~9세","2026년03월_남_거주자_10~19세","2026년03월_남_거주자_20~29세","2026년03월_남_거주자_30~39세","2026년03월_남_거주자_40~49세","2026년03월_남_거주자_50~59세","2026년03월_남_거주자_60~69세","2026년03월_남_거주자_70~79세","2026년03월_남_거주자_80~89세","2026년03월_남_거주자_90~99세","2026년03월_남_거주자_100세 이상","2026년03월_여_거주자_총인구수","2026년03월_여_거주자_연령구간인구수","2026년03월_여_거주자_0~9세","2026년03월_여_거주자_10~19세","2026년03월_여_거주자_20~29세","2026년03월_여_거주자_30~39세","2026년03월_여_거주자_40~49세","2026년03월_여_거주자_50~59세","2026년03월_여_거주자_60~69세","2026년03월_여_거주자_70~79세","2026년03월_여_거주자_80~89세","2026년03월_여_거주자_90~99세","2026년03월_여_거주자_100세 이상","2026년04월_거주자_총인구수","2026년04월_거주자_연령구간인구수","2026년04월_거주자_0~9세","2026년04월_거주자_10~19세","2026년04월_거주자_20~29세","2026년04월_거주자_30~39세","2026년04월_거주자_40~49세","2026년04월_거주자_50~59세","2026년04월_거주자_60~69세","2026년04월_거주자_70~79세","2026년04월_거주자_80~89세","2026년04월_거주자_90~99세","2026년04월_거주자_100세 이상","2026년04월_남_거주자_총인구수","2026년04월_남_거주자_연령구간인구수","2026년04월_남_거주자_0~9세","2026년04월_남_거주자_10~19세","2026년04월_남_거주자_20~29세","2026년04월_남_거주자_30~39세","2026년04월_남_거주자_40~49세","2026년04월_남_거주자_50~59세","2026년04월_남_거주자_60~69세","2026년04월_남_거주자_70~79세","2026년04월_남_거주자_80~89세","2026년04월_남_거주자_90~99세","2026년04월_남_거주자_100세 이상","2026년04월_여_거주자_총인구수","2026년04월_여_거주자_연령구간인구수","2026년04월_여_거주자_0~9세","2026년04월_여_거주자_10~19세","2026년04월_여_거주자_20~29세","2026년04월_여_거주자_30~39세","2026년04월_여_거주자_40~49세","2026년04월_여_거주자_50~59세","2026년04월_여_거주자_60~69세","2026년04월_여_거주자_70~79세","2026년04월_여_거주자_80~89세","2026년04월_여_거주자_90~99세","2026년04월_여_거주자_100세 이상","2026년05월_거주자_총인구수","2026년05월_거주자_연령구간인구수","2026년05월_거주자_0~9세","2026년05월_거주자_10~19세","2026년05월_거주자_20~29세","2026년05월_거주자_30~39세","2026년05월_거주자_40~49세","2026년05월_거주자_50~59세","2026년05월_거주자_60~69세","2026년05월_거주자_70~79세","2026년05월_거주자_80~89세","2026년05월_거주자_90~99세","2026년05월_거주자_100세 이상","2026년05월_남_거주자_총인구수","2026년05월_남_거주자_연령구간인구수","2026년05월_남_거주자_0~9세","2026년05월_남_거주자_10~19세","2026년05월_남_거주자_20~29세","2026년05월_남_거주자_30~39세","2026년05월_남_거주자_40~49세","2026년05월_남_거주자_50~59세","2026년05월_남_거주자_60~69세","2026년05월_남_거주자_70~79세","2026년05월_남_거주자_80~89세","2026년05월_남_거주자_90~99세","2026년05월_남_거주자_100세 이상","2026년05월_여_거주자_총인구수","2026년05월_여_거주자_연령구간인구수","2026년05월_여_거주자_0~9세","2026년05월_여_거주자_10~19세","2026년05월_여_거주자_20~29세","2026년05월_여_거주자_30~39세","2026년05월_여_거주자_40~49세","2026년05월_여_거주자_50~59세","2026년05월_여_거주자_60~69세","2026년05월_여_거주자_70~79세","2026년05월_여_거주자_80~89세","2026년05월_여_거주자_90~99세","2026년05월_여_거주자_100세 이상","2026년06월_거주자_총인구수","2026년06월_거주자_연령구간인구수","2026년06월_거주자_0~9세","2026년06월_거주자_10~19세","2026년06월_거주자_20~29세","2026년06월_거주자_30~39세","2026년06월_거주자_40~49세","2026년06월_거주자_50~59세","2026년06월_거주자_60~69세","2026년06월_거주자_70~79세","2026년06월_거주자_80~89세","2026년06월_거주자_90~99세","2026년06월_거주자_100세 이상","2026년06월_남_거주자_총인구수","2026년06월_남_거주자_연령구간인구수","2026년06월_남_거주자_0~9세","2026년06월_남_거주자_10~19세","2026년06월_남_거주자_20~29세","2026년06월_남_거주자_30~39세","2026년06월_남_거주자_40~49세","2026년06월_남_거주자_50~59세","2026년06월_남_거주자_60~69세","2026년06월_남_거주자_70~79세","2026년06월_남_거주자_80~89세","2026년06월_남_거주자_90~99세","2026년06월_남_거주자_100세 이상","2026년06월_여_거주자_총인구수","2026년06월_여_거주자_연령구간인구수","2026년06월_여_거주자_0~9세","2026년06월_여_거주자_10~19세","2026년06월_여_거주자_20~29세","2026년06월_여_거주자_30~39세","2026년06월_여_거주자_40~49세","2026년06월_여_거주자_50~59세","2026년06월_여_거주자_60~69세","2026년06월_여_거주자_70~79세","2026년06월_여_거주자_80~89세","2026년06월_여_거주자_90~99세","2026년06월_여_거주자_100세 이상"
"전북특별자치도 익산시 (5214000000)","265,894","265,894","12,858","24,512","28,367","27,065","34,111","47,230","46,037","28,763","14,135","2,759","57","132,151","132,151","6,490","12,548","15,503","14,404","17,405","23,888","22,911","13,372","5,004","620","6","133,743","133,743","6,368","11,964","12,864","12,661","16,706","23,342","23,126","15,391","9,131","2,139","51","265,733","265,733","12,789","24,454","28,233","27,019","34,029","47,187","46,133","28,915","14,140","2,779","55","132,077","132,077","6,450","12,509","15,423","14,390","17,373","23,863","22,966","13,453","5,017","626","7","133,656","133,656","6,339","11,945","12,810","12,629","16,656","23,324","23,167","15,462","9,123","2,153","48","265,909","265,909","12,724","24,554","28,244","27,128","33,902","47,033","46,243","29,074","14,135","2,819","53","132,204","132,204","6,431","12,556","15,420","14,465","17,301","23,782","23,054","13,532","5,018","639","6","133,705","133,705","6,293","11,998","12,824","12,663","16,601","23,251","23,189","15,542","9,117","2,180","47","265,887","265,887","12,668","24,523","28,179","27,210","33,762","47,034","46,259","29,221","14,142","2,834","55","132,195","132,195","6,420","12,523","15,352","14,530","17,234","23,784","23,038","13,635","5,035","638","6","133,692","133,692","6,248","12,000","12,827","12,680","16,528","23,250","23,221","15,586","9,107","2,196","49","265,762","265,762","12,581","24,502","28,127","27,224","33,650","46,968","46,282","29,340","14,187","2,847","54","132,124","132,124","6,371","12,511","15,291","14,576","17,189","23,734","23,044","13,688","5,070","644","6","133,638","133,638","6,210","11,991","12,836","12,648","16,461","23,234","23,238","15,652","9,117","2,203","48","265,701","265,701","12,528","24,462","28,082","27,285","33,649","46,857","46,289","29,413","14,237","2,844","55","132,070","132,070","6,336","12,487","15,258","14,621","17,171","23,687","23,042","13,736","5,084","642","6","133,631","133,631","6,192","11,975","12,824","12,664","16,478","23,170","23,247","15,677","9,153","2,202","49"
"전북특별자치도 정읍시 (5218000000)","100,884","100,884","4,175","8,121","8,219","7,900","11,450","17,751","19,133","13,660","8,524","1,916","35","50,408","50,408","2,159","4,268","4,625","4,267","5,961","9,499","10,002","6,268","2,928","427","4","50,476","50,476","2,016","3,853","3,594","3,633","5,489","8,252","9,131","7,392","5,596","1,489","31","100,739","100,739","4,155","8,095","8,112","7,898","11,400","17,751","19,186","13,669","8,513","1,925","35","50,376","50,376","2,151","4,260","4,574","4,272","5,933","9,510","10,042","6,272","2,933","425","4","50,363","50,363","2,004","3,835","3,538","3,626","5,467","8,241","9,144","7,397","5,580","1,500","31","100,554","100,554","4,119","8,046","7,993","7,929","11,325","17,709","19,251","13,723","8,489","1,933","37","50,296","50,296","2,136","4,227","4,511","4,289","5,886","9,496","10,080","6,301","2,938","428","4","50,258","50,258","1,983","3,819","3,482","3,640","5,439","8,213","9,171","7,422","5,551","1,505","33","100,479","100,479","4,108","8,034","7,968","7,929","11,274","17,661","19,326","13,728","8,462","1,952","37","50,244","50,244","2,134","4,213","4,482","4,293","5,848","9,470","10,126","6,301","2,944","429","4","50,235","50,235","1,974","3,821","3,486","3,636","5,426","8,191","9,200","7,427","5,518","1,523","33","100,441","100,441","4,097","7,998","7,945","7,938","11,239","17,652","19,355","13,731","8,487","1,965","34","50,211","50,211","2,122","4,194","4,463","4,293","5,822","9,460","10,157","6,298","2,964","434","4","50,230","50,230","1,975","3,804","3,482","3,645","5,417","8,192","9,198","7,433","5,523","1,531","30","100,498","100,498","4,068","8,006","7,937","7,959","11,263","17,648","19,382","13,745","8,501","1,954","35","50,236","50,236","2,112","4,191","4,460","4,292","5,827","9,468","10,181","6,305","2,963","433","4","50,262","50,262","1,956","3,815","3,477","3,667","5,436","8,180","9,201","7,440","5,538","1,521","31"
"전북특별자치도 남원시 (5219000000)","74,201","74,201","3,192","6,035","5,570","5,403","8,093","13,253","14,172","10,572","6,429","1,445","37","36,431","36,431","1,637","3,192","3,084","2,822","4,068","6,945","7,289","4,949","2,139","299","7","37,770","37,770","1,555","2,843","2,486","2,581","4,025","6,308","6,883","5,623","4,290","1,146","30","74,081","74,081","3,166","5,986","5,530","5,375","8,057","13,246","14,182","10,606","6,411","1,484","38","36,387","36,387","1,617","3,181","3,057","2,812","4,043","6,960","7,287","4,974","2,137","311","8","37,694","37,694","1,549","2,805","2,473","2,563","4,014","6,286","6,895","5,632","4,274","1,173","30","73,910","73,910","3,144","5,942","5,425","5,401","8,013","13,172","14,232","10,657","6,403","1,479","42","36,332","36,332","1,605","3,167","3,005","2,825","4,029","6,921","7,325","4,998","2,142","307","8","37,578","37,578","1,539","2,775","2,420","2,576","3,984","6,251","6,907","5,659","4,261","1,172","34","73,901","73,901","3,118","5,939","5,405","5,405","7,965","13,183","14,274","10,672","6,403","1,497","40","36,345","36,345","1,595","3,168","2,996","2,838","3,998","6,931","7,351","5,001","2,148","312","7","37,556","37,556","1,523","2,771","2,409","2,567","3,967","6,252","6,923","5,671","4,255","1,185","33","73,781","73,781","3,089","5,914","5,344","5,408","7,913","13,158","14,295","10,692","6,422","1,504","42","36,276","36,276","1,581","3,157","2,962","2,837","3,976","6,910","7,368","5,014","2,152","312","7","37,505","37,505","1,508","2,757","2,382","2,571","3,937","6,248","6,927","5,678","4,270","1,192","35","73,656","73,656","3,097","5,902","5,288","5,404","7,902","13,098","14,269","10,709","6,437","1,509","41","36,217","36,217","1,582","3,149","2,940","2,836","3,974","6,877","7,363","5,008","2,164","317","7","37,439","37,439","1,515","2,753","2,348","2,568","3,928","6,221","6,906","5,701","4,273","1,192","34"
"전북특별자치도 김제시 (5221000000)","81,644","81,644","3,438","5,676","6,300","6,824","8,671","13,225","16,391","11,939","7,389","1,753","38","40,921","40,921","1,746","2,957","3,526","3,604","4,743","7,407","8,525","5,577","2,453","376","7","40,723","40,723","1,692","2,719","2,774","3,220","3,928","5,818","7,866","6,362","4,936","1,377","31","81,562","81,562","3,437","5,638","6,259","6,801","8,647","13,224","16,406","11,980","7,358","1,771","41","40,883","40,883","1,745","2,927","3,508","3,594","4,728","7,404","8,538","5,601","2,449","380","9","40,679","40,679","1,692","2,711","2,751","3,207","3,919","5,820","7,868","6,379","4,909","1,391","32","81,532","81,532","3,441","5,617","6,191","6,880","8,584","13,194","16,415","12,061","7,316","1,793","40","40,853","40,853","1,748","2,913","3,470","3,625","4,689","7,377","8,544","5,653","2,446","380","8","40,679","40,679","1,693","2,704","2,721","3,255","3,895","5,817","7,871","6,408","4,870","1,413","32","81,572","81,572","3,455","5,605","6,185","6,922","8,565","13,173","16,449","12,082","7,295","1,801","40","40,909","40,909","1,762","2,906","3,469","3,649","4,686","7,362","8,568","5,668","2,444","387","8","40,663","40,663","1,693","2,699","2,716","3,273","3,879","5,811","7,881","6,414","4,851","1,414","32","81,478","81,478","3,473","5,582","6,142","6,921","8,529","13,120","16,445","12,110","7,298","1,819","39","40,861","40,861","1,773","2,888","3,441","3,644","4,673","7,326","8,574","5,689","2,452","393","8","40,617","40,617","1,700","2,694","2,701","3,277","3,856","5,794","7,871","6,421","4,846","1,426","31","81,443","81,443","3,477","5,582","6,120","6,937","8,523","13,096","16,406","12,132","7,314","1,817","39","40,839","40,839","1,769","2,889","3,422","3,650","4,671","7,311","8,560","5,702","2,463","394","8","40,604","40,604","1,708","2,693","2,698","3,287","3,852","5,785","7,846","6,430","4,851","1,423","31"
"전북특별자치도 완주군 (5271000000)","100,146","100,146","5,736","8,684","8,687","11,280","13,120","16,862","17,528","11,145","5,836","1,237","31","51,454","51,454","2,938","4,521","4,801","5,888","6,877","9,234","9,251","5,601","2,055","286","2","48,692","48,692","2,798","4,163","3,886","5,392","6,243","7,628","8,277","5,544","3,781","951","29","100,133","100,133","5,724","8,638","8,613","11,265","13,085","16,902","17,564","11,222","5,844","1,245","31","51,477","51,477","2,932","4,500","4,766","5,884","6,870","9,251","9,268","5,651","2,065","288","2","48,656","48,656","2,792","4,138","3,847","5,381","6,215","7,651","8,296","5,571","3,779","957","29","99,899","99,899","5,692","8,597","8,495","11,247","13,009","16,824","17,631","11,286","5,836","1,251","31","51,326","51,326","2,915","4,462","4,716","5,868","6,818","9,179","9,321","5,687","2,065","293","2","48,573","48,573","2,777","4,135","3,779","5,379","6,191","7,645","8,310","5,599","3,771","958","29","99,876","99,876","5,664","8,585","8,481","11,247","12,989","16,808","17,651","11,321","5,840","1,257","33","51,333","51,333","2,897","4,456","4,721","5,875","6,794","9,164","9,345","5,709","2,074","296","2","48,543","48,543","2,767","4,129","3,760","5,372","6,195","7,644","8,306","5,612","3,766","961","31","99,815","99,815","5,617","8,604","8,433","11,262","12,959","16,773","17,658","11,365","5,833","1,278","33","51,293","51,293","2,889","4,453","4,692","5,877","6,790","9,110","9,372","5,721","2,086","301","2","48,522","48,522","2,728","4,151","3,741","5,385","6,169","7,663","8,286","5,644","3,747","977","31","99,885","99,885","5,584","8,593","8,467","11,291","12,941","16,761","17,683","11,400","5,851","1,279","35","51,306","51,306","2,873","4,445","4,724","5,892","6,774","9,090","9,370","5,733","2,107","296","2","48,579","48,579","2,711","4,148","3,743","5,399","6,167","7,671","8,313","5,667","3,744","983","33"
"전북특별자치도 진안군 (5272000000)","24,233","24,233","820","1,475","1,535","1,367","2,048","4,040","5,703","4,091","2,602","533","19","12,409","12,409","422","738","873","679","1,121","2,292","3,172","2,045","945","120","2","11,824","11,824","398","737","662","688","927","1,748","2,531","2,046","1,657","413","17","24,238","24,238","817","1,481","1,521","1,357","2,051","4,016","5,728","4,107","2,605","536","19","12,415","12,415","421","741","869","672","1,119","2,279","3,185","2,054","951","122","2","11,823","11,823","396","740","652","685","932","1,737","2,543","2,053","1,654","414","17","24,268","24,268","813","1,471","1,515","1,355","2,056","4,000","5,770","4,130","2,590","548","20","12,413","12,413","419","735","862","666","1,115","2,270","3,209","2,063","944","128","2","11,855","11,855","394","736","653","689","941","1,730","2,561","2,067","1,646","420","18","24,321","24,321","814","1,476","1,504","1,354","2,057","4,003","5,809","4,137","2,584","563","20","12,445","12,445","422","737","859","669","1,111","2,271","3,233","2,067","941","133","2","11,876","11,876","392","739","645","685","946","1,732","2,576","2,070","1,643","430","18","24,362","24,362","821","1,462","1,512","1,365","2,047","4,003","5,831","4,138","2,592","572","19","12,467","12,467","428","736","857","674","1,100","2,270","3,247","2,066","950","137","2","11,895","11,895","393","726","655","691","947","1,733","2,584","2,072","1,642","435","17","24,631","24,631","826","1,471","1,549","1,407","2,057","4,052","5,917","4,162","2,593","579","18","12,584","12,584","429","744","874","703","1,107","2,282","3,274","2,081","946","142","2","12,047","12,047","397","727","675","704","950","1,770","2,643","2,081","1,647","437","16"
"전북특별자치도 무주군 (5273000000)","22,744","22,744","698","1,649","1,442","1,421","2,212","3,851","4,974","3,556","2,442","486","13","11,433","11,433","348","859","798","787","1,190","2,152","2,678","1,671","834","114","2","11,311","11,311","350","790","644","634","1,022","1,699","2,296","1,885","1,608","372","11","22,838","22,838","701","1,651","1,443","1,432","2,205","3,873","5,009","3,572","2,444","494","14","11,473","11,473","350","855","795","788","1,185","2,167","2,693","1,684","836","118","2","11,365","11,365","351","796","648","644","1,020","1,706","2,316","1,888","1,608","376","12","23,030","23,030","694","1,655","1,462","1,473","2,214","3,891","5,085","3,606","2,431","506","13","11,592","11,592","349","854","804","808","1,190","2,189","2,741","1,703","831","122","1","11,438","11,438","345","801","658","665","1,024","1,702","2,344","1,903","1,600","384","12","23,121","23,121","690","1,655","1,470","1,496","2,218","3,892","5,141","3,601","2,426","517","15","11,638","11,638","347","857","812","811","1,195","2,186","2,774","1,701","831","123","1","11,483","11,483","343","798","658","685","1,023","1,706","2,367","1,900","1,595","394","14","23,166","23,166","686","1,652","1,480","1,504","2,221","3,892","5,161","3,603","2,427","525","15","11,669","11,669","346","856","819","814","1,196","2,190","2,776","1,707","836","128","1","11,497","11,497","340","796","661","690","1,025","1,702","2,385","1,896","1,591","397","14","23,292","23,292","682","1,648","1,488","1,531","2,229","3,937","5,199","3,619","2,421","522","16","11,751","11,751","343","857","820","833","1,204","2,218","2,798","1,717","833","126","2","11,541","11,541","339","791","668","698","1,025","1,719","2,401","1,902","1,588","396","14"
"전북특별자치도 장수군 (5274000000)","20,982","20,982","678","1,456","1,335","1,234","1,989","3,486","4,636","3,496","2,194","467","11","10,564","10,564","346","752","744","647","1,122","1,927","2,478","1,715","710","120","3","10,418","10,418","332","704","591","587","867","1,559","2,158","1,781","1,484","347","8","21,018","21,018","680","1,456","1,339","1,237","1,987","3,491","4,644","3,522","2,167","483","12","10,587","10,587","344","755","745","647","1,128","1,927","2,487","1,728","699","124","3","10,431","10,431","336","701","594","590","859","1,564","2,157","1,794","1,468","359","9","21,056","21,056","678","1,447","1,341","1,254","1,994","3,462","4,686","3,548","2,142","493","11","10,622","10,622","342","755","747","655","1,130","1,916","2,515","1,741","695","123","3","10,434","10,434","336","692","594","599","864","1,546","2,171","1,807","1,447","370","8","21,083","21,083","674","1,439","1,342","1,267","1,980","3,461","4,727","3,549","2,132","502","10","10,639","10,639","341","751","743","661","1,124","1,913","2,542","1,741","693","127","3","10,444","10,444","333","688","599","606","856","1,548","2,185","1,808","1,439","375","7","21,110","21,110","669","1,443","1,346","1,270","1,980","3,443","4,746","3,565","2,131","507","10","10,653","10,653","341","751","744","661","1,126","1,906","2,546","1,757","691","127","3","10,457","10,457","328","692","602","609","854","1,537","2,200","1,808","1,440","380","7","21,137","21,137","667","1,438","1,352","1,283","1,981","3,436","4,749","3,564","2,148","508","11","10,680","10,680","342","750","752","666","1,125","1,905","2,556","1,755","696","130","3","10,457","10,457","325","688","600","617","856","1,531","2,193","1,809","1,452","378","8"
"전북특별자치도 임실군 (5275000000)","25,258","25,258","965","1,364","1,446","1,616","2,162","3,965","5,698","4,344","3,021","660","17","13,087","13,087","489","727","855","882","1,259","2,287","3,230","2,144","1,050","162","2","12,171","12,171","476","637","591","734","903","1,678","2,468","2,200","1,971","498","15","25,269","25,269","970","1,358","1,428","1,619","2,159","3,952","5,726","4,355","3,013","672","17","13,098","13,098","493","731","840","881","1,262","2,275","3,254","2,151","1,044","165","2","12,171","12,171","477","627","588","738","897","1,677","2,472","2,204","1,969","507","15","25,259","25,259","960","1,347","1,417","1,619","2,159","3,919","5,742","4,389","3,008","682","17","13,089","13,089","486","730","836","877","1,262","2,254","3,256","2,172","1,045","169","2","12,170","12,170","474","617","581","742","897","1,665","2,486","2,217","1,963","513","15","25,291","25,291","957","1,342","1,423","1,632","2,160","3,917","5,760","4,402","2,989","692","17","13,108","13,108","491","728","834","884","1,264","2,252","3,256","2,187","1,039","171","2","12,183","12,183","466","614","589","748","896","1,665","2,504","2,215","1,950","521","15","25,308","25,308","960","1,342","1,425","1,631","2,163","3,901","5,773","4,417","2,983","695","18","13,112","13,112","496","725","831","884","1,268","2,240","3,260","2,195","1,034","177","2","12,196","12,196","464","617","594","747","895","1,661","2,513","2,222","1,949","518","16","25,304","25,304","946","1,350","1,430","1,626","2,169","3,893","5,781","4,408","2,982","701","18","13,137","13,137","495","727","834","885","1,269","2,244","3,270","2,190","1,040","181","2","12,167","12,167","451","623","596","741","900","1,649","2,511","2,218","1,942","520","16"
"전북특별자치도 순창군 (5277000000)","27,603","27,603","1,050","1,996","2,034","1,711","2,780","4,667","5,739","4,093","2,951","567","15","13,636","13,636","526","1,035","1,122","845","1,455","2,624","3,063","1,905","930","130","1","13,967","13,967","524","961","912","866","1,325","2,043","2,676","2,188","2,021","437","14","27,625","27,625","1,076","1,991","2,009","1,709","2,783","4,674","5,755","4,093","2,936","585","14","13,666","13,666","539","1,037","1,112","840","1,458","2,635","3,082","1,905","923","134","1","13,959","13,959","537","954","897","869","1,325","2,039","2,673","2,188","2,013","451","13","27,569","27,569","1,063","1,980","1,995","1,705","2,756","4,658","5,766","4,104","2,942","586","14","13,655","13,655","540","1,034","1,103","836","1,444","2,623","3,098","1,913","924","139","1","13,914","13,914","523","946","892","869","1,312","2,035","2,668","2,191","2,018","447","13","27,550","27,550","1,050","1,982","1,987","1,691","2,734","4,658","5,780","4,117","2,933","604","14","13,664","13,664","535","1,035","1,095","834","1,430","2,638","3,106","1,924","924","142","1","13,886","13,886","515","947","892","857","1,304","2,020","2,674","2,193","2,009","462","13","27,551","27,551","1,044","1,979","1,979","1,699","2,724","4,643","5,790","4,129","2,935","615","14","13,674","13,674","533","1,032","1,093","844","1,417","2,632","3,123","1,925","925","149","1","13,877","13,877","511","947","886","855","1,307","2,011","2,667","2,204","2,010","466","13","27,524","27,524","1,038","1,978","1,969","1,691","2,726","4,623","5,803","4,146","2,921","615","14","13,663","13,663","530","1,036","1,088","843","1,414","2,622","3,125","1,940","920","144","1","13,861","13,861","508","942","881","848","1,312","2,001","2,678","2,206","2,001","471","13"
"전북특별자치도 고창군 (5279000000)","50,091","50,091","1,689","3,837","3,048","3,122","4,799","8,032","10,524","8,194","5,676","1,134","36","25,091","25,091","881","2,135","1,778","1,652","2,629","4,536","5,484","3,835","1,927","231","3","25,000","25,000","808","1,702","1,270","1,470","2,170","3,496","5,040","4,359","3,749","903","33","50,046","50,046","1,683","3,830","3,026","3,109","4,786","8,038","10,531","8,207","5,645","1,154","37","25,077","25,077","868","2,139","1,767","1,640","2,623","4,544","5,476","3,853","1,931","233","3","24,969","24,969","815","1,691","1,259","1,469","2,163","3,494","5,055","4,354","3,714","921","34","50,076","50,076","1,677","3,930","2,987","3,115","4,740","8,018","10,546","8,241","5,633","1,156","33","25,128","25,128","866","2,221","1,741","1,639","2,598","4,545","5,480","3,883","1,916","236","3","24,948","24,948","811","1,709","1,246","1,476","2,142","3,473","5,066","4,358","3,717","920","30","50,017","50,017","1,679","3,910","2,975","3,126","4,701","8,007","10,561","8,252","5,608","1,167","31","25,106","25,106","869","2,211","1,724","1,647","2,580","4,530","5,495","3,894","1,914","239","3","24,911","24,911","810","1,699","1,251","1,479","2,121","3,477","5,066","4,358","3,694","928","28","49,996","49,996","1,670","3,888","2,951","3,125","4,675","8,003","10,578","8,272","5,617","1,186","31","25,110","25,110","866","2,197","1,709","1,654","2,563","4,538","5,509","3,905","1,926","240","3","24,886","24,886","804","1,691","1,242","1,471","2,112","3,465","5,069","4,367","3,691","946","28","49,919","49,919","1,661","3,868","2,940","3,133","4,687","7,977","10,573","8,280","5,586","1,182","32","25,087","25,087","858","2,195","1,705","1,655","2,571","4,516","5,518","3,915","1,914","237","3","24,832","24,832","803","1,673","1,235","1,478","2,116","3,461","5,055","4,365","3,672","945","29"
